"ueln" "ncapa_fenotipica" "n_dilucion_capa_feno" "sexo" "nclase_3_imbreding" "n_lustro" "vcabeza_entreojos"
"724015110286098" 3 1 2 1 2 1
"724015110286099" 1 1 2 1 2 1
"724015110286114" 4 1 1 1 2 1
"724015110286115" 1 1 1 1 2 1
"724015110286150" 1 1 2 1 2 1
"724015110286151" 1 1 2 1 2 1
"724015110286153" 2 1 2 1 2 0
"724015110286158" 4 1 1 1 2 0
"724015110286159" 1 1 1 1 2 0
"724015110286160" 1 1 2 1 2 0
"724015110286162" 1 1 2 1 2 1
"724015110286166" 1 1 1 1 2 0
"724015110286178" 1 1 2 1 2 1
"724015110286183" 4 1 1 1 2 0
"724015110286184" 4 1 2 1 2 1
"724015110286185" 4 1 1 1 2 0
"724015110286186" 4 1 2 1 2 0
"724015110286187" 4 1 2 1 2 0
"724015110286188" 4 1 2 1 2 0
"724015110286189" 4 1 2 1 2 1
"724015110286190" 4 1 1 1 2 0
"724015110286191" 1 1 1 1 2 1
"724015110286192" 4 1 2 1 2 0
"724015110286193" 4 1 2 1 2 1
"724015110286194" 4 1 1 1 2 0
"724015110286195" 4 1 2 1 2 0
"724015110286196" 1 1 2 1 2 1
"724015110286197" 1 1 1 1 2 1
"724015110286198" 3 1 1 1 2 0
"724015110286199" 1 1 1 1 2 1
"724015110286200" 3 1 2 1 2 0
"724015110286201" 1 1 2 1 2 0
"724015110286203" 1 1 1 1 2 0
"724015110286205" 4 1 2 1 2 1
"724015110286209" 1 1 1 1 2 1
"724015110286215" 1 1 2 1 2 0
"724015110286216" 4 1 2 1 2 0
"724015110286217" 1 1 1 1 2 1
"724015110286219" 1 1 2 2 2 0
"724015110286224" 2 1 2 1 2 0
"724015110286225" 4 1 2 1 2 1
"724015110286226" 1 1 2 1 2 1
"724015110286227" 3 1 1 1 2 0
"724015110286228" 4 1 2 1 2 1
"724015110286229" 1 1 1 1 2 1
"724015110286230" 1 1 2 1 2 1
"724015110286236" 4 1 1 1 2 1
"724015110286237" 1 1 2 1 2 0
"724015110286246" 1 1 2 1 2 0
"724015110286259" 1 1 2 1 2 0
"724015110286266" 3 1 2 1 2 1
"724015110286281" 4 1 2 1 2 1
"724015110286282" 1 1 2 1 2 1
"724015110286289" 1 1 2 1 2 1
"724015110286290" 1 1 2 1 2 0
"724015110286294" 2 1 2 1 2 1
"724015110286309" 4 1 1 1 2 0
"724015110286310" 3 1 2 1 2 0
"724015110286311" 1 1 2 1 2 1
"724015110286314" 1 1 1 1 2 1
"724015110286317" 4 1 2 1 2 0
"724015110286318" 4 1 1 1 2 0
"724015110286319" 3 1 2 1 2 0
"724015110286320" 3 1 2 1 2 0
"724015110286321" 4 1 2 1 2 0
"724015110286324" 3 1 1 1 2 0
"724015110286326" 3 1 1 1 2 0
"724015110286332" 4 1 2 1 2 1
"724015110286333" 1 1 1 1 2 0
"724015110286336" 4 1 1 1 2 1
"724015110286337" 4 1 1 1 2 0
"724015110286340" 4 1 1 3 2 1
"724015110286341" 4 1 2 1 2 0
"724015110286343" 4 1 1 1 2 0
"724015110286344" 4 1 2 1 2 1
"724015110286345" 4 1 1 1 2 1
"724015110286350" 4 1 2 1 2 1
"724015110286352" 1 1 2 1 2 1
"724015110286353" 1 1 2 1 2 0
"724015110286354" 4 1 2 1 2 1
"724015110286356" 3 1 1 1 2 0
"724015110286358" 4 1 2 1 2 1
"724015110286360" 1 1 2 2 2 0
"724015110286361" 1 1 2 1 2 1
"724015110286364" 4 1 2 1 2 1
"724015110286365" 4 1 1 1 2 1
"724015110286366" 4 1 2 1 2 0
"724015110286367" 1 1 2 1 2 1
"724015110286368" 3 1 1 1 2 1
"724015110286369" 1 1 1 1 2 0
"724015110286370" 1 1 2 1 2 0
"724015110286371" 4 1 2 1 2 0
"724015110286372" 2 1 2 1 2 1
"724015110286375" 1 1 2 1 2 0
"724015110286376" 4 1 2 1 2 0
"724015110286377" 1 1 1 1 2 1
"724015110286378" 3 1 1 3 2 0
"724015110286379" 1 1 2 1 2 0
"724015110286380" 1 1 2 1 2 0
"724015110286381" 3 1 1 1 2 0
"724015110286382" 1 1 2 2 2 0
"724015110286383" 4 1 2 1 2 1
"724015110286384" 1 1 1 1 2 0
"724015110286385" 1 1 1 1 2 1
"724015110286386" 1 1 2 1 2 0
"724015110286387" 4 1 2 1 2 0
"724015110286388" 3 1 1 1 2 1
"724015110286389" 4 1 2 1 2 1
"724015110286390" 1 1 2 1 2 1
"724015110286391" 1 1 2 1 2 1
"724015110286392" 1 1 1 1 2 1
"724015110286393" 1 1 2 1 2 1
"724015110286398" 4 1 1 2 2 1
"724015110286399" 4 1 1 1 2 0
"724015110286410" 1 1 1 1 2 1
"724015110286420" 1 1 2 1 2 0
"724015110286426" 4 1 2 1 2 0
"724015110286431" 1 1 2 1 2 1
"724015110286432" 3 1 2 1 2 1
"724015110286433" 1 1 2 1 2 1
"724015110286434" 1 1 2 1 2 1
"724015110286435" 4 1 2 1 2 1
"724015110286437" 1 1 2 1 2 0
"724015110286438" 1 1 1 1 2 1
"724015110286439" 4 1 2 1 2 0
"724015110286440" 1 1 1 1 2 1
"724015110286441" 4 1 2 1 2 0
"724015110286442" 1 1 2 1 2 1
"724015110286443" 4 1 2 1 2 0
"724015110286444" 4 1 1 1 2 0
"724015110286445" 1 1 1 1 2 1
"724015110286446" 4 1 1 1 2 0
"724015110286447" 1 1 2 1 2 1
"724015110286448" 4 1 1 1 2 0
"724015110286449" 1 1 2 1 2 0
"724015110286450" 4 1 1 1 2 0
"724015110286451" 4 1 1 1 2 1
"724015110286452" 3 1 2 1 2 1
"724015110286453" 4 1 1 1 2 0
"724015110286454" 2 1 2 1 2 0
"724015110286455" 4 1 2 1 2 1
"724015110286456" 4 1 2 1 2 0
"724015110286457" 1 1 2 1 2 0
"724015110286458" 4 1 1 1 2 1
"724015110286459" 4 1 1 1 2 1
"724015110286460" 1 1 2 1 2 1
"724015110286464" 3 1 1 1 2 0
"724015110286465" 1 1 1 1 2 1
"724015110286466" 1 1 2 1 2 1
"724015110286467" 1 1 2 1 2 0
"724015110286471" 4 1 1 1 2 0
"724015110286472" 1 1 2 1 2 1
"724015110286473" 1 1 1 1 2 1
"724015110286474" 1 1 1 1 2 0
"724015110286475" 4 1 2 1 2 1
"724015110286476" 2 1 2 1 2 1
"724015110286483" 1 1 2 1 2 1
"724015110286484" 3 1 2 3 2 1
"724015110286485" 3 1 1 2 2 1
"724015110286486" 1 1 1 1 2 1
"724015110286487" 3 1 2 1 2 1
"724015110286488" 1 1 1 1 2 1
"724015110286489" 3 1 2 1 2 1
"724015110286490" 1 1 2 1 2 1
"724015110286491" 3 1 1 1 2 1
"724015110286492" 3 1 1 1 2 1
"724015110286493" 3 1 2 1 2 1
"724015110286494" 1 1 2 1 2 1
"724015110286495" 1 1 1 1 2 1
"724015110286496" 3 1 2 1 2 1
"724015110286497" 1 1 1 1 2 0
"724015110286498" 1 1 1 1 2 1
"724015110286499" 1 1 2 1 2 1
"724015110286500" 1 1 2 1 2 1
"724015110286501" 3 1 2 1 2 1
"724015110286503" 3 1 2 1 2 1
"724015110286505" 1 1 2 1 2 1
"724015110286506" 3 1 1 1 2 1
"724015110286507" 3 1 1 1 2 1
"724015110286508" 1 1 1 1 2 1
"724015110286509" 1 1 2 1 2 1
"724015110286510" 1 1 2 3 2 0
"724015110286513" 4 1 1 1 2 1
"724015110286514" 4 1 1 1 2 1
"724015110286515" 4 1 2 1 2 1
"724015110286516" 4 1 2 1 2 1
"724015110286517" 4 1 2 1 2 1
"724015110286518" 4 1 2 1 2 1
"724015110286519" 4 1 2 1 2 1
"724015110286520" 4 1 2 1 2 0
"724015110286521" 4 1 2 1 2 1
"724015110286522" 4 1 2 2 2 1
"724015110286523" 4 1 2 2 2 0
"724015110286524" 4 1 2 1 2 1
"724015110286525" 4 1 1 1 2 1
"724015110286526" 4 1 1 1 2 1
"724015110286527" 4 1 1 1 2 1
"724015110286528" 3 1 2 1 2 1
"724015110286529" 1 1 1 1 2 0
"724015110286530" 4 1 2 1 2 0
"724015110286531" 4 1 2 1 2 0
"724015110286532" 4 1 2 1 2 0
"724015110286533" 4 1 1 1 2 1
"724015110286534" 4 1 1 1 2 0
"724015110286535" 4 1 1 1 2 0
"724015110286536" 4 1 2 1 2 0
"724015110286537" 4 1 1 1 2 1
"724015110286538" 4 1 2 1 2 0
"724015110286539" 4 1 2 1 2 0
"724015110286540" 4 1 1 1 2 0
"724015110286542" 4 1 2 1 2 0
"724015110286543" 4 1 1 2 2 0
"724015110286544" 4 1 1 1 2 1
"724015110286545" 4 1 1 2 2 1
"724015110286546" 1 1 2 2 2 1
"724015110286550" 4 1 1 1 2 1
"724015110286551" 1 1 1 1 2 1
"724015110286552" 4 1 2 1 2 1
"724015110286553" 4 1 2 1 2 0
"724015110286554" 4 1 2 1 2 1
"724015110286555" 4 1 2 1 2 0
"724015110286556" 4 1 2 1 2 1
"724015110286557" 1 1 2 1 2 0
"724015110286560" 1 1 2 1 2 1
"724015110286561" 1 1 2 2 2 1
"724015110286562" 1 1 2 1 2 0
"724015110286563" 1 1 2 1 2 1
"724015110286565" 3 1 2 1 2 1
"724015110286566" 2 1 2 1 2 1
"724015110286567" 3 1 2 1 2 1
"724015110286568" 1 1 2 2 2 1
"724015110286569" 3 1 1 2 2 0
"724015110286570" 3 1 1 2 2 0
"724015110286571" 4 1 1 2 2 0
"724015110286572" 4 1 2 1 2 0
"724015110286574" 4 1 1 1 2 1
"724015110286575" 4 1 2 1 2 1
"724015110286576" 4 1 2 1 2 1
"724015110286577" 4 1 2 1 2 1
"724015110286578" 4 1 1 1 2 1
"724015110286579" 4 1 1 1 2 1
"724015110286580" 1 1 2 1 2 1
"724015110286581" 4 1 1 1 2 1
"724015110286582" 4 1 1 1 2 1
"724015110286583" 4 1 1 1 2 1
"724015110286584" 1 1 2 1 2 1
"724015110286585" 4 1 2 1 2 1
"724015110286586" 4 1 1 1 2 0
"724015110286587" 4 1 2 1 2 1
"724015110286588" 4 1 2 1 2 1
"724015110286589" 4 1 2 1 2 1
"724015110286590" 4 1 2 1 2 1
"724015110286591" 4 1 2 1 2 1
"724015110286592" 3 1 2 1 2 1
"724015110286597" 1 1 1 1 2 1
"724015110286601" 1 1 2 1 2 0
"724015110286602" 1 1 1 1 2 1
"724015110286603" 4 1 2 1 2 1
"724015110286604" 4 1 1 1 2 1
"724015110286605" 4 1 1 1 2 1
"724015110286606" 4 1 1 1 2 1
"724015110286607" 4 1 1 1 2 1
"724015110286608" 3 1 2 1 2 0
"724015110286609" 4 1 2 1 2 0
"724015110286610" 3 1 2 1 2 1
"724015110286611" 4 1 1 1 2 0
"724015110286612" 4 1 2 1 2 0
"724015110286613" 4 1 1 1 2 0
"724015110286614" 4 1 2 1 2 1
"724015110286615" 4 1 2 1 2 1
"724015110286616" 4 1 2 1 2 1
"724015110286617" 1 1 1 1 2 1
"724015110286618" 4 1 1 1 2 1
"724015110286619" 4 1 2 1 2 1
"724015110286620" 4 1 2 1 2 1
"724015110286621" 2 1 1 1 2 1
"724015110286622" 4 1 2 1 2 0
"724015110286623" 4 1 1 1 2 1
"724015110286624" 4 1 2 1 2 1
"724015110286625" 2 1 1 1 2 1
"724015110286627" 4 1 1 1 2 1
"724015110286628" 4 1 2 1 2 0
"724015110286629" 4 1 1 3 2 1
"724015110286630" 4 1 1 2 2 1
"724015110286631" 2 1 2 1 2 0
"724015110286632" 3 1 1 1 2 0
"724015110286633" 4 1 2 2 2 1
"724015110286634" 4 1 2 1 2 1
"724015110286636" 4 1 2 1 2 0
"724015110286638" 4 1 1 2 2 0
"724015110286639" 1 1 2 2 2 1
"724015110286640" 4 1 2 2 2 0
"724015110286641" 4 1 1 1 2 1
"724015110286643" 4 1 1 1 2 1
"724015110286645" 4 1 1 1 2 0
"724015110286646" 4 1 1 1 2 0
"724015110286647" 4 1 2 1 2 1
"724015110286648" 4 1 1 1 2 1
"724015110286649" 4 1 2 1 2 1
"724015110286650" 2 1 1 1 2 1
"724015110286651" 2 1 2 1 2 1
"724015110286652" 2 1 2 1 2 1
"724015110286653" 2 1 2 1 2 1
"724015110286654" 1 1 1 1 2 0
"724015110286655" 1 1 2 3 2 0
"724015110286656" 4 1 1 3 2 1
"724015110286657" 4 1 2 1 2 1
"724015110286658" 3 1 2 1 2 1
"724015110286659" 3 1 1 1 2 1
"724015110286660" 1 1 2 1 2 1
"724015110286661" 1 1 2 1 2 1
"724015110286662" 4 1 2 1 2 1
"724015110286664" 4 1 2 1 2 1
"724015110286665" 4 1 1 3 2 0
"724015110286666" 3 1 1 1 2 1
"724015110286667" 3 1 1 1 2 1
"724015110286668" 3 1 1 1 2 0
"724015110286669" 4 1 2 1 2 1
"724015110286670" 4 1 1 1 2 0
"724015110286671" 4 1 2 1 2 0
"724015110286672" 4 1 2 1 2 1
"724015110286673" 1 1 1 1 2 1
"724015110286674" 4 1 2 1 2 1
"724015110286675" 1 1 1 1 2 1
"724015110286676" 1 1 1 1 2 0
"724015110286678" 1 1 2 1 2 1
"724015110286679" 2 1 2 1 2 0
"724015110286680" 1 1 2 1 2 1
"724015110286682" 4 1 2 1 2 1
"724015110286684" 4 1 2 1 2 0
"724015110286685" 4 1 2 1 2 0
"724015110286686" 1 1 2 1 2 1
"724015110286687" 4 1 2 1 2 1
"724015110286688" 3 1 1 1 2 0
"724015110286689" 4 1 2 1 2 1
"724015110286690" 4 1 2 1 2 1
"724015110286691" 4 1 1 1 2 1
"724015110286692" 4 1 2 1 2 1
"724015110286693" 4 1 2 1 2 0
"724015110286694" 1 1 1 1 2 1
"724015110286695" 1 1 1 1 2 1
"724015110286696" 3 1 1 1 2 0
"724015110286697" 1 1 1 1 2 1
"724015110286700" 3 1 1 2 2 1
"724015110286701" 3 1 2 2 2 1
"724015110286703" 4 1 1 1 2 1
"724015110286704" 1 1 1 1 2 1
"724015110286706" 4 1 1 1 2 0
"724015110286707" 4 1 2 1 2 1
"724015110286708" 4 1 1 1 2 1
"724015110286709" 4 1 1 1 2 0
"724015110286710" 4 1 2 1 2 1
"724015110286711" 4 1 2 1 2 0
"724015110286712" 4 1 1 1 2 1
"724015110286713" 4 1 2 1 2 1
"724015110286716" 4 1 1 1 2 0
"724015110286717" 4 1 1 1 2 1
"724015110286718" 4 1 1 1 2 0
"724015110286720" 4 1 1 1 2 1
"724015110286721" 3 1 1 1 2 1
"724015110286723" 2 1 2 1 2 0
"724015110286724" 3 1 2 1 2 0
"724015110286725" 2 1 1 1 2 0
"724015110286726" 1 1 2 1 2 0
"724015110286727" 1 1 1 1 2 0
"724015110286728" 2 1 2 1 2 0
"724015110286729" 3 1 1 1 2 0
"724015110286730" 4 1 2 1 2 0
"724015110286732" 4 1 1 3 2 1
"724015110286733" 4 1 1 3 2 1
"724015110286734" 1 1 2 2 2 1
"724015110286736" 1 1 2 1 2 1
"724015110286737" 1 1 2 1 2 1
"724015110286738" 4 1 2 2 2 1
"724015110286739" 3 1 1 3 2 0
"724015110286740" 3 1 1 2 2 1
"724015110286741" 2 1 2 1 2 1
"724015110286742" 1 1 2 2 2 0
"724015110286743" 2 1 1 1 2 0
"724015110286744" 1 1 2 1 2 0
"724015110286745" 1 1 1 1 2 1
"724015110286746" 1 1 1 1 2 0
"724015110286749" 1 1 2 1 2 0
"724015110286751" 4 1 1 1 2 0
"724015110286752" 1 1 2 1 2 0
"724015110286753" 4 1 2 1 2 0
"724015110286757" 1 1 1 1 2 0
"724015110286758" 1 1 1 1 2 1
"724015110286759" 1 1 1 1 2 1
"724015110286760" 1 1 1 1 2 1
"724015110286761" 1 1 2 1 2 1
"724015110286763" 1 1 2 1 2 1
"724015110286764" 2 1 2 1 2 0
"724015110286765" 1 1 2 1 2 1
"724015110286766" 4 1 2 1 2 1
"724015110286767" 4 1 1 1 2 1
"724015110286768" 1 1 1 1 2 1
"724015110286769" 1 1 2 1 2 1
"724015110286770" 1 1 2 1 2 0
"724015110286772" 4 1 2 1 2 1
"724015110286773" 4 1 2 1 2 1
"724015110286774" 1 1 1 1 2 0
"724015110286775" 1 1 2 1 2 0
"724015110286780" 4 1 2 1 2 1
"724015110286781" 1 1 2 1 2 1
"724015110286782" 1 1 1 1 2 0
"724015110286783" 4 1 2 1 2 0
"724015110286784" 3 1 1 1 2 0
"724015110286785" 3 1 1 1 2 1
"724015110286786" 3 1 2 1 2 1
"724015110286787" 4 1 1 1 2 1
"724015110286788" 4 1 2 1 2 1
"724015110286789" 4 1 2 1 2 1
"724015110286792" 4 1 2 1 2 0
"724015110286793" 4 1 1 1 2 1
"724015110286796" 1 1 1 1 2 1
"724015110286797" 4 1 1 1 2 1
"724015110286798" 1 1 1 1 2 0
"724015110286809" 4 1 2 1 2 0
"724015110286810" 1 1 2 1 2 0
"724015110286811" 4 1 2 2 2 1
"724015110286812" 4 1 2 1 2 1
"724015110286814" 4 1 2 1 2 0
"724015110286815" 1 1 2 1 2 1
"724015110286816" 1 1 2 1 2 0
"724015110286818" 4 1 1 1 2 0
"724015110286826" 1 1 1 1 2 0
"724015110286827" 1 1 1 1 2 1
"724015110286828" 1 1 1 1 2 0
"724015110286829" 1 1 2 1 2 0
"724015110286830" 1 1 1 1 2 0
"724015110286831" 1 1 2 1 2 0
"724015110286832" 3 1 1 1 2 0
"724015110286833" 3 1 2 1 2 0
"724015110286834" 1 1 1 1 2 0
"724015110286835" 4 1 2 1 2 0
"724015110286836" 2 1 1 2 2 0
"724015110286837" 1 1 2 1 2 0
"724015110286838" 4 1 2 1 2 1
"724015110286839" 2 1 2 1 2 0
"724015110286840" 1 1 1 1 2 0
"724015110286841" 2 1 1 1 2 0
"724015110286842" 4 1 2 1 2 0
"724015110286843" 1 1 1 1 2 0
"724015110286844" 4 1 1 1 2 0
"724015110286845" 4 1 1 1 2 0
"724015110286846" 1 1 1 1 2 0
"724015110286847" 4 1 2 1 2 0
"724015110286849" 4 1 2 1 2 0
"724015110286850" 4 1 2 1 2 1
"724015110286851" 3 1 2 1 2 1
"724015110286853" 1 1 2 1 2 1
"724015110286855" 4 1 2 1 2 1
"724015110286856" 3 1 2 1 2 0
"724015110286857" 1 1 2 1 2 0
"724015110286858" 3 1 2 1 2 0
"724015110286859" 1 1 1 1 2 1
"724015110286860" 4 1 2 1 2 1
"724015110286861" 4 1 2 2 2 1
"724015110286862" 1 1 1 1 2 0
"724015110286863" 1 1 1 1 2 1
"724015110286864" 1 1 2 1 2 1
"724015110286865" 1 1 2 1 2 0
"724015110286866" 1 1 2 1 2 0
"724015110286867" 3 1 2 1 2 0
"724015110286868" 4 1 2 1 2 0
"724015110286869" 3 1 2 1 2 1
"724015110286877" 1 1 2 1 2 0
"724015110286878" 1 1 1 1 2 0
"724015110286879" 1 1 1 1 2 0
"724015110286880" 3 1 2 1 2 0
"724015110286881" 1 1 1 1 2 0
"724015110286882" 1 1 2 1 2 0
"724015110286885" 1 1 1 1 2 1
"724015110286886" 4 1 2 1 2 1
"724015110286887" 4 1 2 1 2 1
"724015110286888" 4 1 2 1 2 1
"724015110286889" 4 1 2 1 2 1
"724015110286890" 4 1 2 1 2 1
"724015110286891" 1 1 1 1 2 0
"724015110286894" 1 1 2 1 2 0
"724015110286895" 4 1 1 1 2 0
"724015110286896" 4 1 1 1 2 0
"724015110286897" 4 1 1 1 2 1
"724015110286898" 4 1 1 2 2 1
"724015110286899" 1 1 1 1 2 1
"724015110286901" 1 1 2 1 2 0
"724015110286902" 1 1 2 1 2 1
"724015110286903" 1 1 2 1 2 0
"724015110286904" 1 1 1 1 2 1
"724015110286905" 1 1 2 1 2 1
"724015110286910" 1 1 1 1 2 1
"724015110286911" 1 1 1 1 2 1
"724015110286912" 1 1 1 1 2 1
"724015110286914" 4 1 1 1 2 1
"724015110286915" 4 1 2 1 2 1
"724015110286916" 4 1 2 1 2 1
"724015110286917" 4 1 2 1 2 0
"724015110286918" 4 1 2 1 2 1
"724015110286919" 4 1 1 1 2 0
"724015110286920" 4 1 1 1 2 0
"724015110286921" 1 1 1 1 2 1
"724015110286922" 1 1 1 1 2 1
"724015110286923" 1 1 1 1 2 1
"724015110286924" 4 1 2 1 2 1
"724015110286925" 4 1 2 1 2 0
"724015110286926" 4 1 1 1 2 1
"724015110286927" 4 1 1 1 2 1
"724015110286928" 4 1 2 1 2 0
"724015110286929" 4 1 2 1 2 1
"724015110286930" 4 1 2 1 2 1
"724015110286931" 4 1 2 1 2 1
"724015110286933" 3 1 1 1 2 0
"724015110286934" 4 1 1 1 2 1
"724015110286935" 1 1 1 1 2 0
"724015110286936" 1 1 2 2 2 1
"724015110286937" 4 1 1 1 2 1
"724015110286938" 2 1 1 1 2 1
"724015110286939" 1 1 1 1 2 1
"724015110286940" 4 1 1 2 2 1
"724015110286941" 4 1 2 1 2 1
"724015110286942" 4 1 1 1 2 1
"724015110286943" 4 1 1 1 2 1
"724015110286944" 3 1 2 1 2 0
"724015110286945" 3 1 1 1 2 1
"724015110286946" 2 1 2 1 2 1
"724015110286949" 4 1 2 1 2 1
"724015110286950" 1 1 1 1 2 1
"724015110286951" 4 1 2 1 2 0
"724015110286952" 4 1 2 1 2 1
"724015110286954" 4 1 1 1 2 1
"724015110286956" 4 1 1 1 2 1
"724015110286957" 4 1 2 1 2 0
"724015110286964" 1 1 2 1 2 0
"724015110286968" 4 1 1 1 2 1
"724015110286970" 4 1 1 1 2 0
"724015110286971" 4 1 1 1 2 0
"724015110286972" 3 1 1 1 2 1
"724015110286973" 1 1 1 1 2 1
"724015110286974" 1 1 1 1 2 1
"724015110286975" 4 1 1 1 2 0
"724015110286976" 4 1 2 1 2 1
"724015110286977" 1 1 2 1 2 1
"724015110286986" 1 1 1 1 2 1
"724015110286987" 1 1 2 1 2 1
"724015110286988" 1 1 2 1 2 0
"724015110286989" 1 1 2 1 2 1
"724015110286990" 1 1 2 1 2 1
"724015110286991" 4 1 1 1 2 0
"724015110286992" 4 1 2 1 2 1
"724015110286993" 4 1 2 1 2 1
"724015110286994" 4 1 1 1 2 0
"724015110286995" 1 1 2 1 2 1
"724015110286996" 1 1 2 1 2 0
"724015110286997" 3 1 2 1 2 0
"724015110286998" 1 1 1 1 2 1
"724015110286999" 4 1 1 1 2 0
"724015110287000" 2 1 2 1 2 1
"724015110287001" 4 1 2 1 2 1
"724015110287002" 1 1 2 1 2 0
"724015110287003" 4 1 1 1 2 1
"724015110287004" 3 1 2 1 2 1
"724015110287005" 4 1 1 1 2 0
"724015110287006" 4 1 2 1 2 1
"724015110287007" 1 1 1 1 2 1
"724015110287008" 4 1 1 2 2 1
"724015110287009" 2 1 1 1 2 1
"724015110287010" 4 1 2 1 2 0
"724015110287011" 4 1 2 1 2 0
"724015110287012" 4 1 1 1 2 1
"724015110287013" 4 1 2 1 2 1
"724015110287014" 1 1 2 1 2 0
"724015110287015" 3 1 1 1 2 1
"724015110287017" 1 1 1 1 2 0
"724015110287018" 4 1 1 1 2 1
"724015110287019" 4 1 1 1 2 1
"724015110287020" 1 1 1 1 2 1
"724015110287021" 2 1 1 1 2 1
"724015110287022" 1 1 2 1 2 1
"724015110287024" 1 1 1 1 2 1
"724015110287025" 4 1 2 1 2 0
"724015110287026" 3 1 2 1 2 1
"724015110287027" 1 1 2 1 2 0
"724015110287028" 1 1 2 1 2 1
"724015110287029" 1 1 1 1 2 1
"724015110287032" 4 1 2 1 2 1
"724015110287033" 4 1 2 1 2 1
"724015110287034" 3 1 1 1 2 1
"724015110287038" 4 1 1 1 2 0
"724015110287039" 4 1 1 1 2 0
"724015110287040" 4 1 2 1 2 1
"724015110287041" 1 1 2 1 2 1
"724015110287042" 4 1 2 1 2 1
"724015110287043" 4 1 2 1 2 0
"724015110287044" 4 1 2 1 2 0
"724015110287045" 4 1 1 1 2 1
"724015110287049" 1 1 2 1 2 1
"724015110287052" 4 1 2 1 2 0
"724015110287053" 1 1 2 1 2 1
"724015110287056" 1 1 2 1 2 0
"724015110287059" 3 1 2 2 2 1
"724015110287062" 1 1 1 1 2 0
"724015110287063" 1 1 2 1 2 1
"724015110287066" 3 1 1 1 2 1
"724015110287067" 4 1 1 1 2 0
"724015110287068" 1 1 1 1 2 1
"724015110287069" 4 1 2 3 2 0
"724015110287070" 4 1 2 2 2 0
"724015110287071" 4 1 1 1 2 1
"724015110287072" 4 1 2 2 2 1
"724015110287073" 1 1 1 1 2 1
"724015110287074" 4 1 1 1 2 1
"724015110287075" 4 1 2 1 2 1
"724015110287076" 1 1 1 1 2 0
"724015110287077" 4 1 1 1 2 0
"724015110287078" 4 1 1 1 2 0
"724015110287087" 1 1 2 2 2 0
"724015110287088" 1 1 1 1 2 0
"724015110287089" 1 1 2 1 2 1
"724015110287093" 1 1 1 1 2 1
"724015110287094" 4 1 1 2 2 1
"724015110287095" 1 1 2 1 2 0
"724015110287096" 3 1 1 1 2 1
"724015110287097" 4 1 1 1 2 1
"724015110287099" 4 1 1 1 2 1
"724015110287101" 1 1 2 1 2 0
"724015110287102" 1 1 1 1 2 1
"724015110287103" 1 1 1 1 2 1
"724015110287104" 1 1 1 1 2 1
"724015110287106" 1 1 2 1 2 0
"724015110287107" 1 1 1 1 2 1
"724015110287108" 2 1 2 1 2 0
"724015110287109" 4 1 2 1 2 1
"724015110287110" 4 1 1 1 2 1
"724015110287111" 4 1 1 1 2 0
"724015110287112" 4 1 1 1 2 1
"724015110287113" 4 1 2 1 2 1
"724015110287114" 1 1 1 1 2 1
"724015110287117" 1 1 1 1 2 0
"724015110287118" 4 1 1 1 2 0
"724015110287121" 3 1 2 1 2 0
"724015110287124" 4 1 1 1 2 1
"724015110287125" 1 1 1 1 2 1
"724015110287126" 1 1 1 1 2 1
"724015110287128" 1 1 2 1 2 1
"724015110287129" 3 1 2 1 2 0
"724015110287131" 1 1 2 1 2 0
"724015110287132" 3 1 2 1 2 1
"724015110287134" 3 1 1 1 2 0
"724015110287135" 1 1 1 1 2 1
"724015110287136" 3 1 1 1 2 0
"724015110287137" 4 1 1 1 2 1
"724015110287138" 1 1 2 1 2 1
"724015110287139" 4 1 2 2 2 1
"724015110287140" 4 1 1 2 2 1
"724015110287148" 3 1 1 1 2 1
"724015110287149" 2 1 1 1 2 0
"724015110287150" 1 1 1 1 2 1
"724015110287151" 3 1 1 1 2 0
"724015110287154" 4 1 1 1 2 1
"724015110287155" 4 1 2 1 2 1
"724015110287158" 4 1 2 1 2 1
"724015110287159" 4 1 1 1 2 1
"724015110287163" 3 1 2 1 2 1
"724015110287164" 3 1 1 3 2 1
"724015110287165" 3 1 1 2 2 1
"724015110287166" 3 1 2 2 2 1
"724015110287167" 4 1 2 1 2 1
"724015110287168" 4 1 2 1 2 1
"724015110287169" 4 1 1 1 2 0
"724015110287170" 4 1 1 1 2 1
"724015110287171" 4 1 1 1 2 1
"724015110287172" 2 1 2 1 2 1
"724015110287173" 4 1 1 1 2 1
"724015110287174" 1 1 2 1 2 0
"724015110287175" 4 1 1 1 2 0
"724015110287176" 1 1 2 1 2 1
"724015110287177" 3 1 1 1 2 1
"724015110287178" 3 1 1 1 2 1
"724015110287179" 4 1 1 1 2 1
"724015110287188" 1 1 2 1 2 1
"724015110287189" 1 1 2 1 2 1
"724015110287190" 4 1 2 2 2 1
"724015110287191" 1 1 1 1 2 1
"724015110287192" 4 1 1 1 2 0
"724015110287193" 3 1 2 1 2 0
"724015110287197" 3 1 1 1 2 1
"724015110287198" 1 1 2 1 2 1
"724015110287199" 1 1 2 1 2 1
"724015110287200" 1 1 2 1 2 1
"724015110287201" 1 1 2 1 2 1
"724015110287202" 4 1 2 1 2 1
"724015110287204" 1 1 1 1 2 0
"724015110287205" 1 1 2 1 2 0
"724015110287206" 4 1 1 1 2 0
"724015110287207" 3 1 1 1 2 1
