"ueln" "ncapa_fenotipica" "n_dilucion_capa_feno" "sexo" "nclase_3_imbreding" "n_lustro" "vcabeza_entreojos"
"7240151306EU862" 1 1 2 1 3 1
"7240151306EU930" 4 1 2 1 3 0
"7240151306MX074" 3 1 2 2 3 0
"7240151306MX076" 3 1 2 1 3 0
"7240151306MX079" 4 1 2 1 3 0
"7240151306MX080" 2 1 2 1 3 0
"7240151306MX083" 4 1 1 1 3 0
"7240151306MX086" 1 1 2 1 3 0
"7240151306MX087" 4 1 2 1 3 0
"7240151306MX088" 1 1 2 1 3 0
"7240151306MX089" 3 1 1 1 3 0
"7240151306MX094" 4 1 1 1 3 1
"7240151306MX099" 4 1 1 1 3 1
"7240151306MX193" 3 1 2 1 3 1
"7240151306MX213" 1 1 2 1 3 0
"7240151306MX216" 4 1 1 1 3 0
"7240151306MX218" 1 1 1 1 3 0
"7240151306MX219" 4 1 1 1 3 0
"7240151306MX220" 2 1 2 1 3 0
"7240151306MX282" 1 1 2 1 3 0
"7240151306MX294" 1 1 1 1 3 1
"7240151306MX295" 1 1 1 1 3 0
"7240151306MX413" 1 1 2 1 3 1
"7240151306MX471" 4 1 1 1 3 0
"7240151306MX473" 4 1 1 1 3 0
"7240151306MX474" 3 1 2 1 3 0
"7240151306MX514" 1 1 1 1 3 1
"7240151306MX530" 1 1 1 1 3 1
"7240151306MX614" 1 1 1 1 3 1
"7240151306MX634" 4 1 2 1 3 0
"7240151306MX636" 4 1 2 1 3 0
"7240151306MX639" 1 1 1 1 3 1
"7240151306MX645" 3 1 2 1 3 0
"7240151306MX654" 1 1 2 1 3 0
"7240151306MX670" 3 1 2 1 3 0
"7240151306MX753" 3 1 2 1 3 0
"7240151306MX917" 4 1 2 1 3 0
"7240151306MX918" 1 1 2 1 3 1
"7240151306MX932" 1 1 1 1 3 0
"7240151306MX944" 4 1 1 1 3 1
"7240151306MX952" 4 1 2 2 3 0
"7240151306MX988" 1 1 2 1 3 0
"7240151307EU045" 4 1 2 1 3 1
"7240151307EU062" 4 1 1 1 3 1
"7240151307EU075" 4 1 1 1 3 1
"7240151307EU122" 4 1 2 1 3 1
"7240151307EU151" 1 1 2 1 3 0
"7240151307EU159" 2 1 2 1 3 1
"7240151307EU178" 1 1 2 1 3 0
"7240151307EU204" 3 1 2 1 3 1
"7240151307EU305" 3 1 2 1 3 0
"7240151307EU330" 1 1 2 1 3 0
"7240151307EU337" 1 1 2 1 3 0
"7240151307EU381" 4 1 1 1 3 1
"7240151307EU492" 1 1 1 1 3 1
"7240151307EU536" 3 1 1 1 3 0
"7240151307EU676" 1 1 2 1 3 1
"7240151307EU838" 1 1 2 1 3 0
"7240151307EU839" 4 1 2 1 3 0
"7240151307EU906" 4 1 2 1 3 1
"7240151307EU986" 4 1 2 1 3 1
"7240151307MX007" 1 1 2 1 3 1
"7240151307MX051" 1 1 2 1 3 0
"7240151307MX102" 4 1 2 1 3 0
"7240151307MX120" 1 1 2 1 3 0
"7240151307MX147" 1 1 2 1 3 0
"7240151307MX296" 1 1 2 1 3 1
"7240151307MX297" 3 1 2 1 3 0
"7240151307MX299" 3 1 2 1 3 1
"7240151307MX302" 3 1 2 1 3 0
"7240151307MX304" 1 1 2 1 3 1
"7240151307MX305" 3 1 2 1 3 0
"7240151307MX329" 1 1 2 1 3 1
"7240151307MX365" 1 1 1 1 3 0
"7240151307MX377" 1 1 2 1 3 0
"7240151307MX386" 3 1 2 1 3 0
"7240151307MX805" 1 1 2 2 3 0
"7240151307MX906" 4 1 2 1 3 0
"7240151307MX969" 1 1 2 2 3 1
"7240151308EU030" 1 1 1 1 3 0
"7240151308EU037" 1 1 1 1 3 0
"7240151308EU051" 1 1 2 2 3 0
"7240151308EU055" 1 1 2 1 3 0
"7240151308EU129" 1 1 2 1 3 0
"7240151308EU174" 1 1 2 1 3 0
"7240151308EU209" 1 1 2 1 3 1
"7240151308EU215" 1 1 2 1 3 0
"7240151308EU262" 4 1 1 1 3 1
"7240151308EU263" 1 1 2 1 3 0
"7240151308EU268" 1 1 2 1 3 1
"7240151308EU273" 1 1 2 1 3 0
"7240151308EU433" 1 1 1 1 3 1
"7240151308EU487" 1 1 1 1 3 1
"7240151308EU509" 1 1 2 1 3 1
"7240151308EU534" 4 1 2 1 3 1
"7240151308EU537" 4 1 1 1 3 1
"7240151308EU550" 1 1 2 1 3 1
"7240151308EU602" 3 1 2 1 3 1
"7240151308EU622" 2 1 2 1 3 0
"7240151308EU642" 1 1 2 1 3 0
"7240151308EU682" 1 1 2 1 3 0
"7240151308EU686" 1 1 2 1 3 0
"7240151308EU715" 1 1 2 1 3 0
"7240151308EU727" 4 1 2 1 3 1
"7240151308EU811" 1 1 2 1 3 1
"7240151308EU975" 3 1 2 1 3 0
"7240151308MX044" 4 1 2 1 3 1
"7240151308MX046" 4 1 2 1 3 1
"7240151308MX165" 3 1 1 1 3 1
"7240151308MX717" 4 1 2 1 3 1
"7240151308MX763" 4 1 2 1 3 0
"7240151308MX790" 4 1 1 1 3 1
"7240151309EU056" 4 1 2 1 3 0
"7240151309EU100" 4 1 1 1 3 1
"7240151309EU165" 4 1 2 1 3 1
"7240151309EU180" 1 1 2 1 3 1
"7240151309EU187" 4 1 1 1 3 1
"7240151309EU314" 3 1 2 1 3 0
"7240151309EU344" 4 1 2 1 3 0
"7240151309EU613" 1 1 2 1 3 1
"7240151309MX461" 1 1 2 2 3 1
"7240151309MX693" 4 1 2 1 3 1
"7240151309MX787" 1 1 2 1 3 1
"7240151309MX793" 1 1 2 1 3 0
"7240151310EU212" 4 1 2 1 3 0
"7240151310EU381" 1 1 1 1 3 0
"7240151310EU389" 1 1 2 1 3 1
"7240151310EU833" 4 1 2 1 3 0
"7240151310MX024" 4 1 2 1 3 1
"7240151311EU474" 3 1 1 1 3 0
"7240151311EU479" 3 1 1 1 3 1
"7240151311EU482" 1 1 2 1 3 1
"724015140303130" 4 1 1 1 3 1
"724015140303132" 4 1 1 1 3 1
"724015140303162" 4 1 2 1 3 0
"724015140303229" 1 1 1 1 3 1
"724015140303375" 4 1 2 1 3 1
"724015140303423" 4 1 2 1 3 1
"724015140303428" 4 1 2 1 3 0
"724015140303429" 4 1 1 1 3 1
"724015140303433" 3 1 2 1 3 1
"724015140303434" 1 1 2 1 3 1
"724015140303438" 4 1 2 1 3 0
"724015140303439" 4 1 2 1 3 1
"724015140303440" 4 1 2 2 3 1
"724015140303451" 1 1 2 1 3 0
"724015140303723" 1 1 2 1 3 0
"724015140303727" 1 2 2 1 3 1
"724015140303728" 2 1 2 1 3 0
"724015140303729" 2 1 2 1 3 0
"724015140303730" 2 1 1 2 3 0
"724015140303731" 2 1 1 1 3 1
"724015140303733" 1 2 1 1 3 1
"724015140303734" 2 1 2 1 3 1
"724015140303748" 2 1 2 1 3 1
"724015140303750" 4 1 1 1 3 0
"724015140303760" 4 1 2 1 3 0
"724015140303774" 2 1 1 1 3 1
"724015140303788" 1 1 2 1 3 0
"724015140303808" 4 1 2 2 3 1
"724015140303831" 1 1 1 1 3 0
"724015140303836" 4 1 2 1 3 0
"724015140303840" 1 1 2 1 3 1
"724015140303858" 2 1 2 1 3 0
"724015140303865" 1 1 1 1 3 0
"724015140303868" 1 1 1 1 3 1
"724015140303869" 1 1 2 2 3 1
"724015140303870" 1 1 1 1 3 0
"724015140303871" 2 1 1 1 3 1
"724015140303876" 1 1 2 1 3 1
"724015140303922" 4 1 2 2 3 1
"724015140303923" 4 1 1 1 3 1
"724015140303928" 4 1 1 1 3 1
"724015140303940" 2 1 2 1 3 1
"724015140303941" 2 1 2 1 3 1
"724015140303947" 1 1 2 1 3 0
"724015140303961" 1 1 1 1 3 1
"724015140303962" 1 1 2 1 3 1
"724015140303963" 1 1 2 1 3 1
"724015140304011" 4 1 1 1 3 1
"724015140304021" 3 1 2 2 3 1
"724015140304022" 1 1 2 1 3 0
"724015140304023" 1 1 2 1 3 0
"724015140304024" 1 1 1 1 3 1
"724015140304059" 4 1 1 1 3 0
"724015140304069" 4 1 1 1 3 1
"724015140304071" 2 1 1 1 3 1
"724015140304074" 1 1 1 1 3 0
"724015140304078" 1 1 1 1 3 1
"724015140304086" 4 1 1 2 3 0
"724015140304087" 3 1 1 1 3 0
"724015140304088" 3 1 2 1 3 1
"724015140304093" 1 1 1 1 3 0
"724015140304094" 4 1 2 1 3 1
"724015140304124" 4 1 2 1 3 0
"724015140304125" 2 1 2 1 3 0
"724015140304126" 1 1 2 1 3 1
"724015140304127" 3 1 1 1 3 0
"724015140304128" 1 1 2 1 3 0
"724015140304129" 2 1 1 1 3 0
"724015140304130" 1 1 2 1 3 1
"724015140304135" 1 1 1 1 3 1
"724015140304136" 3 1 1 1 3 1
"724015140304139" 1 1 2 1 3 0
"724015140304143" 4 1 1 1 3 1
"724015140304144" 4 1 1 1 3 0
"724015140304147" 4 1 1 1 3 1
"724015140304149" 1 1 1 1 3 1
"724015140304150" 1 1 2 1 3 0
"724015140304151" 4 1 2 1 3 1
"724015140304152" 3 1 2 1 3 1
"724015140304156" 4 1 1 3 3 1
"724015140304165" 3 1 1 1 3 0
"724015140304166" 1 1 1 1 3 1
"724015140304168" 1 1 1 1 3 0
"724015140304169" 1 1 1 1 3 1
"724015140304172" 4 1 2 1 3 0
"724015140304183" 1 1 2 1 3 0
"724015140304191" 2 1 2 1 3 1
"724015140304193" 4 1 1 1 3 0
"724015140304194" 3 1 2 1 3 0
"724015140304195" 4 1 1 1 3 1
"724015140304200" 4 1 2 1 3 1
"724015140304203" 4 1 2 3 3 1
"724015140304207" 4 1 2 1 3 1
"724015140304208" 4 1 1 1 3 1
"724015140304209" 1 1 2 3 3 1
"724015140304211" 1 1 2 1 3 1
"724015140304212" 1 1 2 1 3 1
"724015140304213" 1 1 2 1 3 1
"724015140304215" 1 1 1 1 3 0
"724015140304224" 1 1 1 1 3 0
"724015140304226" 4 1 2 1 3 1
"724015140304227" 1 1 1 1 3 0
"724015140304230" 1 1 2 1 3 0
"724015140304231" 1 1 2 1 3 0
"724015140304232" 1 1 2 2 3 1
"724015140304240" 2 1 2 1 3 0
"724015140304242" 1 1 1 1 3 0
"724015140304243" 2 1 2 1 3 0
"724015140304244" 1 1 1 1 3 0
"724015140304245" 1 1 2 1 3 0
"724015140304247" 1 1 2 1 3 0
"724015140304249" 1 1 2 1 3 0
"724015140304255" 4 1 2 1 3 1
"724015140304260" 4 1 2 1 3 1
"724015140304261" 1 1 2 1 3 0
"724015140304265" 1 1 2 1 3 0
"724015140304266" 1 1 1 1 3 1
"724015140304267" 1 1 2 1 3 1
"724015140304275" 4 1 1 1 3 1
"724015140304276" 1 1 1 1 3 1
"724015140304320" 1 1 2 1 3 0
"724015140304325" 2 1 1 1 3 1
"724015140304326" 1 1 2 1 3 0
"724015140304327" 1 1 1 1 3 0
"724015140304329" 1 1 2 1 3 0
"724015140304337" 4 1 2 1 3 0
"724015140304341" 4 1 2 1 3 1
"724015140304343" 1 1 2 1 3 1
"724015140304347" 4 1 1 1 3 0
"724015140304348" 4 1 2 1 3 0
"724015140304350" 3 1 2 3 3 0
"724015140304351" 1 1 2 1 3 1
"724015140304352" 4 1 2 1 3 0
"724015140304353" 1 1 2 1 3 1
"724015140304355" 1 1 1 1 3 1
"724015140304356" 4 1 1 2 3 1
"724015140304357" 4 1 1 1 3 1
"724015140304360" 1 1 1 2 3 0
"724015140304361" 1 1 2 2 3 0
"724015140304362" 1 1 2 1 3 1
"724015140304363" 4 1 2 1 3 0
"724015140304364" 4 1 2 1 3 0
"724015140304365" 4 1 2 1 3 1
"724015140304369" 4 1 2 1 3 0
"724015140304370" 4 1 2 1 3 0
"724015140304373" 1 1 2 1 3 1
"724015140304374" 1 1 2 1 3 1
"724015140304375" 1 1 2 1 3 1
"724015140304379" 1 1 1 1 3 1
"724015140304380" 1 1 2 2 3 0
"724015140304382" 3 1 2 1 3 0
"724015140304384" 1 1 2 1 3 0
"724015140304385" 3 1 1 1 3 0
"724015140304386" 1 1 1 1 3 1
"724015140304401" 4 1 2 1 3 0
"724015140304402" 4 1 2 1 3 1
"724015140304404" 4 1 1 1 3 0
"724015140304406" 1 1 2 2 3 1
"724015140304408" 1 1 2 1 3 1
"724015140304410" 1 1 1 1 3 0
"724015140304416" 4 1 1 1 3 0
"724015140304417" 4 1 2 1 3 0
"724015140304418" 4 1 2 1 3 0
"724015140304420" 1 1 1 1 3 0
"724015140304427" 4 1 2 1 3 0
"724015140304429" 4 1 2 1 3 0
"724015140304439" 4 1 1 1 3 0
"724015140304440" 4 1 2 1 3 0
"724015140304442" 4 1 2 1 3 1
"724015140304446" 2 1 2 1 3 0
"724015140304447" 4 1 1 1 3 0
"724015140304448" 1 1 2 1 3 0
"724015140304450" 1 1 2 1 3 1
"724015140304454" 2 1 2 1 3 0
"724015140304459" 4 1 2 2 3 0
"724015140304463" 4 1 2 1 3 1
"724015140304474" 4 1 2 1 3 1
"724015140304475" 4 1 1 1 3 1
"724015140304476" 4 1 2 2 3 0
"724015140304477" 4 1 2 1 3 0
"724015140304478" 4 1 2 1 3 0
"724015140304481" 4 1 2 1 3 0
"724015140304486" 1 1 2 1 3 0
"724015140304487" 1 1 2 1 3 1
"724015140304489" 4 1 2 1 3 0
"724015140304491" 4 1 2 1 3 0
"724015140304492" 1 1 2 1 3 1
"724015140304494" 1 1 2 1 3 0
"724015140304500" 1 1 2 1 3 0
"724015140304507" 1 1 1 1 3 0
"724015140304508" 1 1 2 1 3 0
"724015140304512" 1 1 1 2 3 0
"724015140304518" 4 1 1 1 3 0
"724015140304520" 4 1 2 1 3 1
"724015140304528" 4 1 2 1 3 0
"724015140304529" 1 1 2 1 3 0
"724015140304530" 4 1 1 1 3 0
"724015140304546" 4 1 2 1 3 0
"724015140304547" 4 1 2 1 3 1
"724015140304553" 4 1 1 1 3 1
"724015140304554" 4 1 1 1 3 1
"724015140304556" 4 1 1 1 3 0
"724015140304566" 4 1 2 1 3 0
"724015140304570" 3 1 2 1 3 0
"724015140304571" 1 1 1 1 3 0
"724015140304572" 4 1 1 1 3 1
"724015140304573" 4 1 1 1 3 1
"724015140304574" 1 1 1 1 3 0
"724015140304575" 4 1 2 1 3 0
"724015140304576" 4 1 2 1 3 0
"724015140304578" 4 1 1 3 3 0
"724015140304579" 4 1 2 3 3 0
"724015140304581" 4 1 1 1 3 0
"724015140304582" 4 1 2 1 3 0
"724015140304583" 4 1 2 1 3 1
"724015140304584" 2 1 2 1 3 0
"724015140304585" 1 1 2 1 3 1
"724015140304601" 4 1 2 1 3 0
"724015140304605" 4 1 2 1 3 1
"724015140304606" 3 1 2 1 3 0
"724015140304608" 2 1 1 1 3 1
"724015140304610" 2 1 1 1 3 0
"724015140304611" 2 1 1 1 3 1
"724015140304614" 1 1 1 1 3 1
"724015140304615" 1 1 2 1 3 0
"724015140304625" 4 1 2 1 3 0
"724015140304627" 4 1 2 1 3 0
"724015140304628" 4 1 2 1 3 0
"724015140304629" 4 1 2 2 3 1
"724015140304632" 1 1 1 1 3 1
"724015140304633" 4 1 1 1 3 1
"724015140304634" 4 1 1 1 3 0
"724015140304636" 4 1 1 1 3 1
"724015140304637" 4 1 2 1 3 1
"724015140304639" 4 1 2 1 3 0
"724015140304640" 4 1 1 1 3 0
"724015140304641" 4 1 2 3 3 0
"724015140304642" 4 1 2 1 3 1
"724015140304644" 4 1 2 1 3 1
"724015140304645" 1 1 2 1 3 1
"724015140304646" 1 1 1 1 3 0
"724015140304647" 4 1 2 1 3 0
"724015140304648" 1 1 2 1 3 1
"724015140304661" 4 1 2 1 3 0
"724015140304664" 1 1 2 1 3 0
"724015140304665" 4 1 2 1 3 0
"724015140304666" 4 1 1 1 3 0
"724015140304675" 1 1 2 1 3 0
"724015140304677" 3 1 2 1 3 0
"724015140304678" 4 1 2 1 3 0
"724015140304680" 2 1 2 1 3 0
"724015140304681" 2 1 2 1 3 0
"724015140304696" 3 1 2 1 3 0
"724015140304697" 4 1 2 1 3 0
"724015140304699" 3 1 1 1 3 0
"724015140304701" 1 1 1 1 3 1
"724015140304702" 3 1 2 1 3 0
"724015140304705" 4 1 2 1 3 0
"724015140304708" 1 1 2 1 3 0
"724015140304709" 1 1 2 1 3 1
"724015140304713" 1 1 2 1 3 0
"724015140304717" 1 1 1 1 3 1
"724015140304718" 1 1 2 1 3 0
"724015140304720" 1 1 1 1 3 1
"724015140304722" 1 1 1 1 3 0
"724015140304723" 2 1 1 1 3 1
"724015140304724" 1 1 2 1 3 0
"724015140304725" 1 1 1 1 3 1
"724015140304726" 2 1 2 1 3 1
"724015140304727" 1 1 2 1 3 0
"724015140304728" 2 1 1 1 3 1
"724015140304729" 1 1 2 1 3 0
"724015140304733" 2 1 2 1 3 0
"724015140304735" 2 1 1 1 3 0
"724015140304738" 4 1 2 1 3 1
"724015140304746" 2 1 1 1 3 1
"724015140304747" 1 1 2 1 3 1
"724015140304750" 1 1 2 1 3 1
"724015140304751" 1 1 2 1 3 0
"724015140304753" 4 1 2 1 3 0
"724015140304756" 4 1 2 1 3 0
"724015140304758" 1 1 2 1 3 1
"724015140304761" 1 1 2 1 3 0
"724015140304767" 1 1 2 1 3 0
"724015140304768" 4 1 1 1 3 0
"724015140304769" 4 1 2 1 3 1
"724015140304770" 4 1 2 1 3 1
"724015140304772" 4 1 1 1 3 1
"724015140304773" 4 1 1 1 3 1
"724015140304779" 4 1 2 1 3 1
"724015140304780" 4 1 2 1 3 1
"724015140304786" 3 1 1 1 3 0
"724015140304789" 4 1 2 1 3 1
"724015140304793" 4 1 2 1 3 1
"724015140304794" 4 1 1 1 3 1
"724015140304795" 1 1 1 1 3 1
"724015140304798" 4 1 1 1 3 0
"724015140304814" 4 1 2 1 3 1
"724015140304816" 4 1 2 1 3 1
"724015140304818" 4 1 2 1 3 1
"724015140304819" 3 1 1 1 3 1
"724015140304821" 1 1 2 1 3 1
"724015140304822" 4 1 1 1 3 1
"724015140304823" 4 1 1 2 3 1
"724015140304827" 1 1 2 1 3 0
"724015140304829" 1 1 1 1 3 0
"724015140304831" 1 1 2 1 3 0
"724015140304838" 1 1 1 1 3 0
"724015140304841" 3 1 2 1 3 0
"724015140304842" 1 1 1 1 3 1
"724015140304845" 1 1 1 1 3 0
"724015140304846" 1 1 1 1 3 0
"724015140304847" 1 1 1 1 3 1
"724015140304848" 1 1 2 1 3 1
"724015140304849" 4 1 2 1 3 1
"724015140304850" 1 1 2 2 3 0
"724015140304851" 3 1 2 1 3 0
"724015140304852" 1 1 2 1 3 0
"724015140304853" 1 1 2 1 3 0
"724015140304854" 1 1 2 1 3 0
"724015140304857" 4 1 1 1 3 1
"724015140304859" 4 1 2 1 3 1
"724015140304860" 2 1 2 1 3 1
"724015140304861" 4 1 2 1 3 0
"724015140304862" 4 1 2 1 3 0
"724015140304865" 4 1 2 1 3 1
"724015140304866" 3 1 2 1 3 1
"724015140304868" 3 1 2 1 3 0
"724015140304869" 4 1 1 1 3 1
"724015140304870" 4 1 2 1 3 1
"724015140304871" 4 1 1 1 3 0
"724015140304872" 4 1 1 1 3 0
"724015140304875" 3 1 1 1 3 1
"724015140304877" 1 1 2 1 3 0
"724015140304878" 2 1 2 1 3 0
"724015140304879" 1 1 2 1 3 1
"724015140304882" 2 1 2 1 3 1
"724015140304886" 1 1 1 1 3 0
"724015140304887" 1 1 1 1 3 1
"724015140304888" 1 1 1 2 3 1
"724015140304889" 1 1 1 1 3 0
"724015140304890" 1 1 2 2 3 0
"724015140304891" 1 1 2 1 3 1
"724015140304892" 1 1 2 2 3 1
"724015140304894" 1 1 2 2 3 0
"724015140304896" 1 1 2 1 3 0
"724015140304897" 1 1 2 1 3 0
"724015140304901" 1 1 1 3 3 1
"724015140304903" 4 1 2 1 3 1
"724015140304911" 4 1 2 1 3 0
"724015140304914" 4 1 1 1 3 1
"724015140304920" 1 1 1 1 3 0
"724015140304922" 1 1 1 1 3 1
"724015140304923" 4 1 2 1 3 1
"724015140304928" 2 1 2 1 3 1
"724015140304934" 1 1 2 1 3 1
"724015140304935" 1 1 2 1 3 1
"724015140304936" 2 1 1 2 3 1
"724015140304937" 3 1 1 1 3 1
"724015140304945" 4 1 1 1 3 1
"724015140304946" 4 1 2 2 3 0
"724015140304949" 4 1 1 1 3 1
"724015140304951" 4 1 2 1 3 1
"724015140304954" 4 1 1 2 3 0
"724015140304955" 4 1 2 3 3 0
"724015140304957" 2 1 1 1 3 0
"724015140304958" 4 1 1 1 3 1
"724015140304962" 1 1 1 2 3 1
"724015140304969" 1 1 2 1 3 0
"724015140304984" 1 1 1 1 3 1
"724015140304985" 4 1 2 2 3 1
"724015140304990" 4 1 1 1 3 1
"724015140305004" 3 1 2 1 3 0
"724015140305005" 1 1 2 1 3 0
"724015140305007" 1 1 2 1 3 0
"724015140305008" 1 1 1 1 3 0
"724015140305015" 4 1 1 1 3 1
"724015140305017" 1 1 2 1 3 1
"724015140305018" 1 1 2 1 3 1
"724015140305027" 4 1 2 2 3 1
"724015140305029" 4 1 2 2 3 0
"724015140305030" 1 1 2 1 3 1
"724015140305033" 4 1 1 1 3 0
"724015140305034" 4 1 1 1 3 1
"724015140305035" 1 1 2 1 3 1
"724015140305036" 4 1 2 1 3 1
"724015140305037" 1 1 1 1 3 1
"724015140305038" 1 1 1 1 3 1
"724015140305039" 1 1 2 1 3 1
"724015140305040" 1 1 2 1 3 1
"724015140305041" 1 1 1 1 3 1
"724015140305042" 1 1 1 2 3 1
"724015140305043" 4 1 2 2 3 1
"724015140305045" 4 1 1 1 3 0
"724015140305047" 1 1 1 1 3 1
"724015140305048" 1 1 1 1 3 1
"724015140305049" 2 1 1 1 3 0
"724015140305052" 2 1 2 1 3 1
"724015140305054" 1 1 2 1 3 1
"724015140305055" 1 1 2 1 3 0
"724015140305059" 4 1 2 1 3 0
"724015140305060" 4 1 2 1 3 0
"724015140305061" 4 1 1 1 3 0
"724015140305062" 1 1 1 1 3 1
"724015140305065" 4 1 2 1 3 0
"724015140305066" 4 1 1 1 3 1
"724015140305067" 4 1 2 1 3 0
"724015140305069" 4 1 2 1 3 1
"724015140305071" 1 1 1 1 3 0
"724015140305081" 1 1 1 1 3 1
"724015140305082" 1 1 2 1 3 0
"724015140305083" 4 1 2 1 3 1
"724015140305086" 4 1 2 1 3 1
"724015140305093" 4 1 1 1 3 0
"724015140305094" 1 1 2 1 3 0
"724015140305095" 1 1 2 1 3 0
"724015140305100" 4 1 1 1 3 1
"724015140305101" 1 1 2 1 3 0
"724015140305103" 1 1 2 1 3 0
"724015140305104" 1 1 1 1 3 0
"724015140305105" 1 1 1 1 3 0
"724015140305106" 4 1 1 1 3 0
"724015140305107" 1 1 1 1 3 0
"724015140305111" 2 1 2 1 3 1
"724015140305112" 1 1 2 1 3 1
"724015140305114" 1 1 1 1 3 1
"724015140305115" 1 1 2 1 3 1
"724015140305116" 2 1 2 1 3 1
"724015140305117" 1 1 2 2 3 1
"724015140305118" 2 1 2 1 3 1
"724015140305119" 4 1 1 2 3 1
"724015140305121" 4 1 2 1 3 0
"724015140305124" 1 1 1 1 3 1
"724015140305125" 1 1 2 1 3 1
"724015140305126" 1 1 1 1 3 0
"724015140305127" 1 1 1 1 3 0
"724015140305130" 1 1 1 1 3 1
"724015140305131" 1 1 2 1 3 1
"724015140305132" 1 1 1 1 3 1
"724015140305134" 1 1 1 1 3 1
"724015140305135" 4 1 2 2 3 1
"724015140305140" 2 1 1 1 3 1
"724015140305142" 1 1 1 1 3 1
"724015140305143" 2 1 2 1 3 1
"724015140305144" 2 1 2 1 3 0
"724015140305145" 2 1 2 1 3 0
"724015140305146" 1 1 2 1 3 0
"724015140305148" 1 1 2 1 3 1
"724015140305151" 1 1 2 1 3 0
"724015140305158" 1 1 2 1 3 0
"724015140305169" 1 1 2 1 3 0
"724015140305170" 4 1 2 1 3 1
"724015140305171" 4 1 1 1 3 0
"724015140305173" 1 1 1 1 3 1
"724015140305174" 1 1 2 1 3 1
"724015140305176" 1 1 1 1 3 0
"724015140305182" 4 1 2 1 3 1
"724015140305183" 4 1 2 1 3 1
"724015140305186" 4 1 2 1 3 1
"724015140305190" 4 1 1 1 3 1
"724015140305194" 4 1 2 1 3 1
"724015140305198" 1 1 2 1 3 1
"724015140305199" 4 1 1 2 3 1
"724015140305201" 4 1 1 1 3 1
"724015140305202" 4 1 1 2 3 0
"724015140305204" 4 1 1 1 3 1
"724015140305206" 1 1 2 1 3 1
"724015140305207" 1 1 1 1 3 0
"724015140305213" 4 1 2 1 3 1
"724015140305216" 1 1 2 1 3 1
"724015140305217" 4 1 1 2 3 0
"724015140305221" 1 1 1 3 3 1
"724015140305222" 1 1 2 1 3 1
"724015140305223" 4 1 2 1 3 1
"724015140305224" 3 1 2 1 3 0
"724015140305229" 1 1 2 1 3 0
"724015140305230" 4 1 2 3 3 1
"724015140305232" 4 1 1 1 3 0
"724015140305234" 4 1 2 1 3 1
"724015140305235" 4 1 1 1 3 1
"724015140305240" 4 1 1 1 3 1
"724015140305243" 4 1 1 1 3 1
"724015140305246" 1 1 2 1 3 0
"724015140305247" 1 1 2 1 3 1
"724015140305248" 1 1 2 1 3 1
"724015140305249" 1 1 2 1 3 1
"724015140305250" 1 1 2 1 3 0
"724015140305251" 1 1 1 1 3 1
"724015140305252" 1 1 1 1 3 0
"724015140305253" 1 1 1 1 3 1
"724015140305254" 1 1 1 1 3 1
"724015140305255" 3 1 1 1 3 1
"724015140305256" 1 1 1 1 3 0
"724015140305257" 1 1 1 1 3 0
"724015140305258" 1 1 1 1 3 1
"724015140305259" 1 1 2 1 3 0
"724015140305262" 3 1 2 2 3 1
"724015140305263" 3 1 2 2 3 1
"724015140305269" 1 1 2 1 3 1
"724015140305272" 4 1 1 1 3 0
"724015140305277" 1 1 2 2 3 0
"724015140305278" 4 1 2 1 3 1
"724015140305280" 3 1 2 1 3 1
"724015140305281" 4 1 2 1 3 1
"724015140305286" 2 1 1 1 3 1
"724015140305287" 1 1 2 1 3 1
"724015140305288" 2 1 2 1 3 1
"724015140305289" 1 1 1 2 3 1
"724015140305290" 2 1 2 1 3 1
"724015140305291" 2 1 2 1 3 1
"724015140305292" 1 1 1 1 3 0
"724015140305293" 2 1 1 1 3 0
"724015140305294" 2 1 2 1 3 0
"724015140305296" 2 1 1 1 3 0
"724015140305298" 1 1 2 1 3 1
"724015140305299" 4 1 2 2 3 1
"724015140305300" 4 1 2 1 3 0
"724015140305303" 4 1 1 2 3 1
"724015140305307" 1 1 2 2 3 0
"724015140305308" 2 1 2 2 3 1
"724015140305309" 4 1 2 2 3 1
"724015140305311" 1 1 2 1 3 0
"724015140305315" 2 1 2 2 3 0
"724015140305316" 1 1 2 2 3 0
"724015140305317" 1 1 2 2 3 0
"724015140305322" 1 1 2 1 3 0
"724015140305329" 1 1 1 1 3 1
"724015140305332" 4 1 2 1 3 1
"724015140305333" 4 1 1 3 3 1
"724015140305335" 1 1 2 1 3 1
"724015140305336" 2 1 2 2 3 1
"724015140305340" 4 1 1 1 3 0
"724015140305341" 4 1 2 1 3 0
"724015140305344" 4 1 2 2 3 0
"724015140305345" 4 1 2 1 3 1
"724015140305346" 1 1 1 1 3 0
"724015140305347" 3 1 2 1 3 1
"724015140305348" 1 1 2 1 3 1
"724015140305349" 4 1 2 1 3 1
"724015140305351" 4 1 2 1 3 0
"724015140305352" 1 1 2 1 3 1
"724015140305353" 1 1 1 1 3 1
"724015140305354" 1 1 2 1 3 0
"724015140305359" 4 1 2 1 3 1
"724015140305361" 1 1 2 1 3 0
"724015140305362" 4 1 1 1 3 1
"724015140305363" 1 1 2 1 3 0
"724015140305365" 4 1 2 1 3 0
"724015140305366" 4 1 2 1 3 0
"724015140305367" 1 1 1 1 3 1
"724015140305368" 3 1 2 1 3 0
